ID_Uzorka;GPS_LAT;GPS_LONG
90;18,467965;77,390807
91;18,486986;77,397688
92;18,47999;77,389733
93;18,479195;77,4062
94;18,480487;77,398702
95;18,4766;77,384973
96;18,48563;77,398938
97;18,480494;77,391456
98;18,499651;77,391609
99;18,488198;77,375967
100;18,481724;77,389109
101;18,493615;77,39128
102;18,49757;77,386993
103;18,487104;77,363957
104;18,469186;77,398457
105;18,477927;77,382412
106;18,473366;77,387811
107;18,464666;77,39257
108;18,476019;77,39135
109;18,485845;77,39025
110;18,47889;77,389367
111;18,495494;77,39716
112;18,48948;77,387379
113;18,481406;77,366684
114;18,478766;77,368263
115;18,482301;77,391327
116;18,480837;77,38901
117;18,480724;77,38403
118;18,461799;77,39449
119;18,485159;77,395366
120;18,481252;77,388327
121;18,462657;77,393105
122;18,483133;77,385564
123;18,477936;77,397799
124;18,496979;77,373941
125;18,500226;77,38915
126;18,483756;77,396071
127;18,485964;77,373157
128;18,48041;77,396199
129;18,480716;77,375402
130;18,476783;77,393334
131;18,478159;77,400318
132;18,500271;77,399218
133;18,489912;77,401232
134;18,469405;77,38794
135;18,482214;77,378809
136;18,479688;77,398116
137;18,481647;77,388841
138;18,481458;77,377767
139;18,481673;77,402557
140;18,484362;77,379586
141;18,485409;77,390887
142;18,468744;77,39668
143;18,49339;77,375924
144;18,485828;77,390731
145;18,479844;77,38988
146;18,490538;77,392384
147;18,485251;77,38606
148;18,471152;77,395577
149;18,481905;77,396034
150;18,496848;77,405805
151;18,478582;77,372055
152;18,48661;77,398806
153;18,468383;77,395911
154;18,479191;77,394043
155;18,494549;77,395008
156;18,47353;77,386393
157;18,494532;77,391868
158;18,478843;77,389896
159;18,48059;77,398987
160;18,476219;77,371485
161;18,473708;77,394013
162;18,497818;77,384963
163;18,495434;77,394562
164;18,473893;77,368757
165;18,47825;77,390521
166;18,468911;77,394175
167;18,482422;77,406873
168;18,467934;77,390132
169;18,480468;77,387188
170;18,484594;77,405539
171;18,481609;77,400377
172;18,487297;77,38097
173;18,491972;77,400177
174;18,468176;77,38907
175;18,49098;77,40672
176;18,493894;77,377823
177;18,466203;77,375526
178;18,491082;77,393961
179;18,475782;77,396451
180;18,485479;77,385679
181;18,461134;77,394771
182;18,471517;77,377695
183;18,47789;77,414963
184;18,469834;77,394387
185;18,48611;77,378889
186;18,466568;77,387528
187;18,487442;77,381027
188;18,491166;77,389964
189;18,468701;77,392031
190;18,488007;77,389973
191;18,47873;77,384098
192;18,484667;77,398896
193;18,483507;77,382579
194;18,483767;77,387386
195;18,475692;77,386742
196;18,4903;77,373464
197;18,453802;77,400325
198;18,478333;77,389673
199;18,480358;77,387613
200;18,481816;77,407413
201;18,457714;77,388689
202;18,469802;77,377816
203;18,473112;77,398068
204;18,486044;77,393825
205;18,493835;77,403556
206;18,490287;77,387975
207;18,48889;77,412198
208;18,463861;77,401394
209;18,47356;77,384896
210;18,473166;77,405032
211;18,460936;77,395643
212;18,480771;77,390305
213;18,477763;77,38975
214;18,481983;77,393057
215;18,490735;77,381268
216;18,463071;77,394583
217;18,488222;77,39295
218;18,49328;77,383722
219;18,481994;77,384685
220;18,474378;77,384449
221;18,474794;77,405049
222;18,470333;77,378739
223;18,496212;77,373463
224;18,467423;77,396859
225;18,475728;77,375539
226;18,485157;77,390213
227;18,47678;77,400089
228;18,490662;77,388129
229;18,479479;77,406067
230;18,469187;77,417547
231;18,465275;77,410805
232;18,47267;77,38471
233;18,494371;77,379953
234;18,486894;77,394538
235;18,470034;77,382264
236;18,477579;77,393195
237;18,48069;77,377218
238;18,482621;77,370695
239;18,46243;77,392584
240;18,476535;77,385472
241;18,47176;77,377991
242;18,496172;77,411028
243;18,494889;77,392388
244;18,488534;77,382067
245;18,481424;77,381319
246;18,484756;77,381386
247;18,484982;77,39067
248;18,474246;77,4053
249;18,468786;77,378088
250;18,476896;77,383064
251;18,485891;77,394169
252;18,48283;77,370914
253;18,473321;77,404534
254;18,473294;77,386377
255;18,478016;77,383309
256;18,47964;77,399796
257;18,4723;77,392842
258;18,506685;77,389389
259;18,459967;77,373521
260;18,489951;77,415568
261;18,476001;77,394927
262;18,475647;77,404425
263;18,481743;77,39494
264;18,485749;77,397186
265;18,471411;77,392904
266;18,482397;77,397132
267;18,458395;77,392191
268;18,483185;77,377465
269;18,477898;77,384416
270;18,487371;77,390647
271;18,464981;77,38834
272;18,468656;77,373811
273;18,483479;77,381481
274;18,47123;77,410785
275;18,4708;77,388385
276;18,474795;77,391066
277;18,470993;77,38126
278;18,472568;77,39839
279;18,467023;77,393986
280;18,473142;77,379713
281;18,490726;77,380209
282;18,479162;77,378451
283;18,482286;77,395965
284;18,480547;77,384426
285;18,485608;77,383707
286;18,488257;77,386924
287;18,461981;77,383391
288;18,476487;77,39644
289;18,468617;77,400229
290;18,478122;77,391159
291;18,480984;77,367225
292;18,463027;77,384248
293;18,470224;77,376442
294;18,48708;77,378045
295;18,482846;77,406107
296;18,477997;77,395482
297;18,453736;77,397567
298;18,470772;77,395419
299;18,491554;77,401739
300;18,487378;77,392008
301;18,48947;77,398437
302;18,476776;77,383743
303;18,487353;77,389218
304;18,489456;77,397873
305;18,478527;77,39932
306;18,498072;77,372422
307;18,484896;77,367698
308;18,481277;77,353429
309;18,472277;77,414815
310;18,505583;77,383735
311;18,483912;77,403856
312;18,473468;77,383121
313;18,486612;77,402331
314;18,492618;77,378308
315;18,464302;77,397851
316;18,474825;77,39159
317;18,487904;77,396696
318;18,490485;77,397415
319;18,476699;77,387773
320;18,484974;77,390878
321;18,495212;77,389655
322;18,47987;77,386143
323;18,464636;77,377807
324;18,487661;77,377104
325;18,476277;77,383643
326;18,476987;77,388935
327;18,465459;77,384687
328;18,471294;77,382415
329;18,473071;77,376159
330;18,47633;77,391694
331;18,474129;77,386909
332;18,489125;77,360853
333;18,491133;77,387445
334;18,469128;77,386292
335;18,474519;77,388331
336;18,48304;77,391338
337;18,482628;77,400913
338;18,482289;77,373395
339;18,477469;77,396934
340;18,470008;77,408428
341;18,474474;77,392634
342;18,475329;77,392401
343;18,476826;77,380738
344;18,490499;77,384734
345;18,488882;77,392744
346;18,470102;77,394615
347;18,491678;77,384843
348;18,471921;77,371534
349;18,51277;77,384985
350;18,46552;77,397378
351;18,496756;77,393678
352;18,489643;77,381065
353;18,479239;77,393927
354;18,499419;77,38652
355;18,473155;77,391002
356;18,46842;77,390456
357;18,48765;77,396375
358;18,480193;77,383264
359;18,48169;77,39299
360;18,486794;77,401053
361;18,471341;77,388622
362;18,490589;77,398866
363;18,489607;77,404107
364;18,484819;77,398886
365;18,488623;77,396991
366;18,464452;77,395711
367;18,483361;77,403077
368;18,481569;77,388371
369;18,489219;77,384653
370;18,467087;77,392971
371;18,483542;77,382255
372;18,498833;77,389088
373;18,487362;77,370313
374;18,481979;77,398017
375;18,493655;77,389435
376;18,481949;77,383382
377;18,477752;77,37966
378;18,486706;77,402233
379;18,472908;77,361133
380;18,476901;77,387367
381;18,47808;77,416452
382;18,483982;77,390303
383;18,499878;77,38757
384;18,493792;77,386442
385;18,468062;77,40151
386;18,483178;77,385368
387;18,483373;77,393418
388;18,468964;77,397805
389;18,481042;77,400071
390;18,483683;77,388583
391;18,492977;77,382577
392;18,475965;77,389195
393;18,476385;77,395799
394;18,487867;77,393394
395;18,467279;77,37297
396;18,461607;77,386431
397;18,473124;77,382597
398;18,480601;77,366659
399;18,480607;77,393476
400;18,480035;77,396056
401;18,467365;77,380368
402;18,481047;77,394845
403;18,511739;77,374634
404;18,485173;77,397844
405;18,471214;77,394965
406;18,474641;77,372589
407;18,476923;77,396896
408;18,484531;77,385917
409;18,455229;77,404352
410;18,487524;77,396095
411;18,459286;77,38364
412;18,477065;77,38047
413;18,491555;77,387606
414;18,492317;77,401339
415;18,49285;77,376135
416;18,485322;77,394542
417;18,484108;77,374161
418;18,4741;77,394207
419;18,456515;77,372048
420;18,473843;77,373636
421;18,451232;77,413643
422;18,458777;77,388134
423;18,47694;77,381781
424;18,493637;77,403289
425;18,473384;77,394379
426;18,470963;77,391267
427;18,476638;77,401912
428;18,490236;77,389842
429;18,475854;77,394382
430;18,47865;77,399573
431;18,471396;77,387757
432;18,479354;77,396113
433;18,489953;77,392155
434;18,471938;77,373521
435;18,479012;77,394253
436;18,466006;77,38093
437;18,486317;77,382847
438;18,472401;77,385016
439;18,48868;77,399299
440;18,480314;77,392262
441;18,48438;77,396707
442;18,495999;77,380178
443;18,466792;77,390083
444;18,482657;77,398231
445;18,466692;77,385553
446;18,489276;77,396736
447;18,483139;77,405608
448;18,473312;77,391392
449;18,456894;77,388112
450;18,486544;77,384619
451;18,482409;77,386138
452;18,504019;77,398245
453;18,469529;77,389059
454;18,484672;77,376656
455;18,474618;77,393782
456;18,473931;77,405132
457;18,464932;77,406614
458;18,478484;77,380387
459;18,481202;77,376532
460;18,481957;77,398646
461;18,478403;77,378063
462;18,472775;77,392545
463;18,476087;77,386707
464;18,471666;77,386592
465;18,478365;77,374258
466;18,478861;77,398148
467;18,468265;77,386837
468;18,474023;77,374055
469;18,480609;77,385292
470;18,482057;77,384564
471;18,483369;77,408224
472;18,492288;77,396119
473;18,491076;77,392047
474;18,485885;77,385876
475;18,465703;77,403436
476;18,478357;77,385279
477;18,48628;77,398225
478;18,463859;77,398349
479;18,506907;77,39214
480;18,473567;77,376094
481;18,493783;77,393669
482;18,471869;77,390545
483;18,482946;77,388408
484;18,480093;77,380487
485;18,466572;77,368881
486;18,485188;77,404177
487;18,491094;77,395776
488;18,482483;77,384951
489;18,471802;77,396206
490;18,504495;77,397701
491;18,48176;77,371377
492;18,483035;77,399394
493;18,507732;77,400023
494;18,487913;77,380599
495;18,494164;77,389835
496;18,491284;77,390484
497;18,494626;77,383867
498;18,47182;77,385795
499;18,486024;77,377122
500;18,485636;77,382219
501;18,480643;77,390669
502;18,483617;77,387579
503;18,465558;77,400578
504;18,470386;77,384854
505;18,482813;77,386565
506;18,479111;77,39627
507;18,480696;77,388422
508;18,49335;77,388128
509;18,481035;77,380896
510;18,475735;77,398224
511;18,475527;77,390208
512;18,482484;77,38275
513;18,489241;77,375512
514;18,483612;77,376628
515;18,477467;77,405314
516;18,469634;77,388118
517;18,480194;77,395422
518;18,485725;77,382474
519;18,481617;77,394549
520;18,491371;77,371708
521;18,464779;77,381208
522;18,480193;77,388818
523;18,480389;77,372302
524;18,487416;77,38598
525;18,470117;77,384366
526;18,461347;77,381017
527;18,490443;77,393989
528;18,462936;77,385637
529;18,462011;77,381393
530;18,488207;77,387318
531;18,479311;77,361119
532;18,460846;77,374936
533;18,472916;77,383632
534;18,478469;77,389184
535;18,47059;77,406927
536;18,457963;77,395419
537;18,488661;77,384629
538;18,476315;77,39617
539;18,481451;77,38405
540;18,475478;77,398679
541;18,482783;77,399745
542;18,488995;77,382536
543;18,482198;77,387567
544;18,495337;77,386291
545;18,500902;77,408036
546;18,472863;77,391592
547;18,472612;77,387524
548;18,487097;77,383029
549;18,478941;77,376508
550;18,498138;77,416544
551;18,479579;77,383713
552;18,481766;77,391111
553;18,478318;77,390217
554;18,486796;77,385578
555;18,470469;77,383806
556;18,467932;77,388213
557;18,488998;77,389836
558;18,477472;77,393144
559;18,477323;77,37914
560;18,477728;77,408788
561;18,482921;77,38497
562;18,490254;77,383161
563;18,495801;77,389105
564;18,467772;77,398537
565;18,471592;77,396071
566;18,482238;77,377509
567;18,488544;77,381787
568;18,477573;77,373443
569;18,480314;77,38526
570;18,489802;77,401691
571;18,464793;77,399115
572;18,493887;77,391511
573;18,487743;77,404077
574;18,471203;77,391946
575;18,487641;77,386115
576;18,501622;77,372811
577;18,484373;77,375524
578;18,474452;77,378041
579;18,476768;77,381541
580;18,458969;77,403357
581;18,474604;77,384337
582;18,473304;77,383575
583;18,485671;77,386694
584;18,480811;77,374677
585;18,483289;77,385523
586;18,4712;77,379599
587;18,479223;77,379217
588;18,481124;77,375156
589;18,456628;77,389209
590;18,489865;77,361687
591;18,483503;77,388483
592;18,467351;77,407628
593;18,48177;77,38446
594;18,500994;77,393641
595;18,513486;77,399927
596;18,492252;77,392627
597;18,48997;77,394532
598;18,470587;77,395701
599;18,489095;77,388195
600;18,475336;77,386674
601;18,481193;77,398124
602;18,491758;77,397976
603;18,491587;77,383672
604;18,469334;77,409613
605;18,478045;77,383632
606;18,46653;77,382026
607;18,480417;77,399198
608;18,468946;77,399649
609;18,472523;77,370347
610;18,486465;77,389542
611;18,475743;77,381452
612;18,486156;77,39946
613;18,475865;77,408326
614;18,479664;77,379945
615;18,482791;77,382359
616;18,48943;77,378214
617;18,462937;77,410724
618;18,476971;77,39256
619;18,48026;77,396886
620;18,491422;77,391422
621;18,462748;77,382592
622;18,48099;77,400623
623;18,458351;77,383047
624;18,489373;77,385924
625;18,483487;77,388527
626;18,488389;77,393232
627;18,488773;77,393179
628;18,483741;77,394225
629;18,482517;77,387229
630;18,482006;77,388125
631;18,48369;77,400559
632;18,467745;77,402005
633;18,479602;77,377625
634;18,482851;77,380765
635;18,485534;77,406238
636;18,478884;77,386499
637;18,48914;77,378555
638;18,475793;77,389967
639;18,474039;77,373167
640;18,481996;77,399109
641;18,467752;77,419753
642;18,485246;77,386753
643;18,492393;77,398428
644;18,477794;77,382742
645;18,499471;77,391734
646;18,468894;77,393641
647;18,486731;77,390712
648;18,468937;77,395568
649;18,500905;77,39005
650;18,477549;77,368553
651;18,486256;77,392258
652;18,474778;77,393052
653;18,495362;77,38683
654;18,479186;77,382576
655;18,472581;77,404812
656;18,470879;77,391854
657;18,474335;77,391261
658;18,478874;77,373701
659;18,497612;77,378688
660;18,50236;77,390342
661;18,487202;77,391283
662;18,483678;77,37916
663;18,486904;77,394237
664;18,458146;77,397678
665;18,483399;77,378764
666;18,471578;77,394379
667;18,477792;77,369876
668;18,472717;77,399109
669;18,481512;77,379307
670;18,478191;77,38633
671;18,476141;77,40953
672;18,489372;77,409044
673;18,483734;77,376509
674;18,470008;77,394409
675;18,480253;77,380348
676;18,49706;77,401145
677;18,461467;77,400988
678;18,488118;77,401952
679;18,484818;77,369141
680;18,473061;77,377357
681;18,498362;77,403822
682;18,487459;77,403127
683;18,486727;77,378462
684;18,500556;77,405557
685;18,458835;77,370043
686;18,507995;77,38265
687;18,476706;77,403871
688;18,492356;77,389601
689;18,488236;77,385933
690;18,47918;77,384165
691;18,488315;77,391188
692;18,473954;77,388271
693;18,468176;77,381692
694;18,48634;77,394081
695;18,474184;77,404643
696;18,472475;77,374078
697;18,474223;77,404789
698;18,478317;77,401016
699;18,477501;77,398335
700;18,490413;77,383014
701;18,492226;77,392092
702;18,475174;77,383402
703;18,488363;77,404901
704;18,481207;77,401016
705;18,471257;77,385547
706;18,487096;77,395473
707;18,486795;77,401816
708;18,50558;77,407729
709;18,474862;77,397021
710;18,472362;77,390759
711;18,486843;77,379138
712;18,481891;77,390878
713;18,470302;77,384735
714;18,484546;77,40299
715;18,474572;77,390997
716;18,465349;77,390323
717;18,48135;77,388477
718;18,482135;77,408354
719;18,498975;77,391938
720;18,476755;77,380306
721;18,476505;77,384029
722;18,476959;77,40798
723;18,461293;77,373559
724;18,475824;77,394643
725;18,472848;77,40914
726;18,463076;77,389929
727;18,487635;77,373158
728;18,482927;77,379878
729;18,474873;77,397634
730;18,45431;77,392684
731;18,470797;77,385421
732;18,496641;77,375997
733;18,476809;77,401314
734;18,485078;77,399794
735;18,470793;77,391165
736;18,472935;77,386387
737;18,483802;77,375895
738;18,495866;77,418288
739;18,465907;77,386254
740;18,486968;77,397153
741;18,487383;77,376905
742;18,490094;77,39956
743;18,48216;77,395941
744;18,474169;77,388135
745;18,468326;77,385698
746;18,486136;77,383935
747;18,478936;77,391186
748;18,494329;77,37083
749;18,475155;77,397527
750;18,472281;77,380959
751;18,476726;77,396152
752;18,486296;77,387842
753;18,480997;77,395815
754;18,479959;77,382807
755;18,490596;77,387598
756;18,475534;77,386104
757;18,496302;77,391216
758;18,471897;77,392365
759;18,477743;77,383059
760;18,474733;77,388405
761;18,466941;77,391601
762;18,483617;77,392138
763;18,475049;77,389614
764;18,48128;77,38693
765;18,478143;77,405961
766;18,481108;77,39453
767;18,504434;77,375546
768;18,479021;77,39328
769;18,490828;77,368273
770;18,468341;77,398729
771;18,481012;77,386602
772;18,485313;77,393166
773;18,473463;77,394845
774;18,476782;77,385823
775;18,491529;77,38939
776;18,490124;77,383658
777;18,493456;77,386633
778;18,477323;77,390109
779;18,472714;77,389496
780;18,488634;77,408199
781;18,481567;77,394441
782;18,468333;77,395218
783;18,48765;77,393048
784;18,476653;77,375816
785;18,501895;77,396777
786;18,474098;77,395754
787;18,481071;77,386447
788;18,488137;77,370246
789;18,470887;77,382602
790;18,476301;77,39572
791;18,463563;77,392496
792;18,463495;77,385183
793;18,475996;77,373184
794;18,472217;77,399316
795;18,482011;77,38791
796;18,495676;77,406242
797;18,484421;77,38932
798;18,492888;77,378359
799;18,488089;77,371103
800;18,488557;77,382079
801;18,4839;77,388124
802;18,484337;77,386108
803;18,475896;77,392824
804;18,45919;77,387958
805;18,480922;77,398358
806;18,469486;77,39892
807;18,495753;77,39939
808;18,480686;77,391482
809;18,484192;77,391072
810;18,49117;77,384149
811;18,472458;77,388807
812;18,484007;77,390485
813;18,500039;77,402976
814;18,495704;77,386847
815;18,479944;77,395886
816;18,485883;77,403486
817;18,477943;77,405928
818;18,482112;77,389476
819;18,484729;77,392289
820;18,49212;77,382098
821;18,470291;77,375944
822;18,479378;77,387763
823;18,47639;77,383412
824;18,485883;77,383467
825;18,491183;77,386254
826;18,485602;77,389954
827;18,491504;77,386583
828;18,481459;77,384598
829;18,469873;77,384354
830;18,472513;77,378122
831;18,476648;77,403012
832;18,50021;77,402548
833;18,501738;77,406603
834;18,479195;77,403895
835;18,469806;77,39012
836;18,463193;77,396887
837;18,493467;77,385046
838;18,47428;77,371893
839;18,487504;77,399193
840;18,501733;77,409128
841;18,472112;77,381997
842;18,46526;77,397467
843;18,479206;77,387751
844;18,497801;77,406686
845;18,494038;77,392403
846;18,475903;77,390079
847;18,489917;77,389186
848;18,480561;77,395789
849;18,482486;77,396351
850;18,484568;77,398404
851;18,474835;77,403434
852;18,474822;77,401744
853;18,482948;77,371642
854;18,492977;77,39423
855;18,46512;77,386389
856;18,464286;77,404239
857;18,469665;77,397274
858;18,473131;77,378969
859;18,459121;77,38068
860;18,478988;77,385268
861;18,495564;77,397937
862;18,470284;77,377579
863;18,467863;77,396151
864;18,484096;77,391924
865;18,478367;77,39033
866;18,465278;77,38584
867;18,488793;77,383689
868;18,479332;77,377133
869;18,474038;77,395076
870;18,472037;77,381821
871;18,471336;77,395035
872;18,47924;77,389718
873;18,472594;77,410649
874;18,483758;77,385381
875;18,485909;77,363798
876;18,482258;77,406379
877;18,489705;77,398956
878;18,496903;77,393189
879;18,458869;77,37044
880;18,492931;77,37991
881;18,488341;77,390298
882;18,468444;77,388253
883;18,464237;77,402315
884;18,487041;77,401903
885;18,470678;77,385663
886;18,481986;77,397747
887;18,486468;77,376787
888;18,485946;77,385682
889;18,474924;77,386864
890;18,479829;77,381688
891;18,477473;77,394878
892;18,474364;77,381575
893;18,483927;77,379933
894;18,481552;77,399597
895;18,482185;77,383503
896;18,482012;77,382534
897;18,481287;77,407518
898;18,486651;77,370957
899;18,475298;77,383847
900;18,47537;77,36636
901;18,461046;77,377889
902;18,48003;77,366345
903;18,472645;77,413407
904;18,488197;77,392343
905;18,473676;77,387769
906;18,473669;77,390155
907;18,481423;77,387412
908;18,50025;77,393309
909;18,478974;77,383747
910;18,473322;77,38829
911;18,487331;77,395269
912;18,47074;77,391341
913;18,476216;77,393263
914;18,497408;77,401678
915;18,476152;77,380309
916;18,477647;77,378644
917;18,474683;77,370672
918;18,476481;77,37679
919;18,488356;77,381151
920;18,488822;77,390673
921;18,455365;77,385232
922;18,497418;77,399884
923;18,476108;77,398973
924;18,490067;77,388104
925;18,4811;77,395893
926;18,48442;77,39349
927;18,500727;77,382588
928;18,483173;77,388099
929;18,459914;77,399438
930;18,493168;77,402349
931;18,486602;77,398473
932;18,478395;77,374396
933;18,468568;77,393248
934;18,478178;77,391526
935;18,492096;77,407982
936;18,474131;77,3939
937;18,48514;77,380243
938;18,488222;77,392172
939;18,471497;77,400476
940;18,479206;77,390105
941;18,460996;77,36768
942;18,469049;77,392746
943;18,482131;77,395747
944;18,491073;77,386169
945;18,480991;77,391086
946;18,503226;77,376973
947;18,457056;77,407895
948;18,488592;77,395577
949;18,487808;77,384965
950;18,482051;77,366798
951;18,487388;77,401196
952;18,492118;77,392706
953;18,492083;77,384616
954;18,503261;77,398949
955;18,484273;77,380216
956;18,47058;77,362125
957;18,48854;77,393902
958;18,456091;77,392641
959;18,483726;77,383585
960;18,48294;77,370541
961;18,461919;77,385475
962;18,467414;77,385725
963;18,4925;77,395503
964;18,481362;77,386028
965;18,471355;77,390379
966;18,482919;77,402685
967;18,47746;77,377463
968;18,479484;77,39437
969;18,488978;77,387688
970;18,473616;77,390979
971;18,478661;77,39594
972;18,483288;77,373133
973;18,457433;77,393956
974;18,476373;77,395797
975;18,480602;77,388554
976;18,485318;77,376379
977;18,472362;77,389564
978;18,471406;77,382204
979;18,486506;77,401085
980;18,477496;77,389515
981;18,497234;77,387445
982;18,484543;77,388608
983;18,481712;77,401991
984;18,472198;77,384183
985;18,481983;77,394796
986;18,469862;77,386167
987;18,472603;77,39245
988;18,484956;77,3756
989;18,460438;77,390919
990;18,484304;77,38765
991;18,48116;77,366616
992;18,482975;77,368317
993;18,500687;77,379416
994;18,479311;77,386034
995;18,49535;77,394204
996;18,483368;77,392561
997;18,479106;77,387286
998;18,490852;77,381553
999;18,482386;77,402541
1000;18,504261;77,387621
1001;18,485193;77,382013
1002;18,469358;77,409786
1003;18,480906;77,379835
1004;18,471428;77,380618
1005;18,473118;77,416431
1006;18,466582;77,389688
1007;18,482893;77,39826
1008;18,470709;77,37594
1009;18,483458;77,39612
1010;18,459297;77,397117
1011;18,470236;77,39189
1012;18,492739;77,393993
1013;18,479534;77,414161
1014;18,4687;77,374771
1015;18,466494;77,410573
1016;18,466137;77,395863
1017;18,489726;77,39864
1018;18,498162;77,403168
1019;18,489065;77,406308
1020;18,489361;77,388963
1021;18,474201;77,38137
1022;18,470792;77,40278
1023;18,47871;77,400626
1024;18,470216;77,388875
1025;18,472241;77,369813
1026;18,481325;77,391034
1027;18,487485;77,406722
1028;18,491586;77,403256
1029;18,485534;77,388198
1030;18,485566;77,391811
1031;18,459766;77,389807
1032;18,469439;77,401204
1033;18,480289;77,391616
1034;18,467919;77,396822
1035;18,464897;77,397803
1036;18,475516;77,39602
1037;18,486766;77,383353
1038;18,477207;77,389752
1039;18,46851;77,382354
1040;18,497628;77,379828
1041;18,48071;77,400337
1042;18,483731;77,395254
1043;18,464701;77,398949
1044;18,47589;77,381237
1045;18,499192;77,40239
1046;18,484804;77,379548
1047;18,460913;77,398195
1048;18,492904;77,390447
1049;18,473653;77,392335
1050;18,480673;77,410607
1051;18,485387;77,404712
1052;18,488523;77,389517
1053;18,487902;77,37225
1054;18,470539;77,396057
1055;18,471533;77,392839
1056;18,493328;77,405372
1057;18,470208;77,386095
1058;18,471191;77,396383
1059;18,485901;77,401977
1060;18,474415;77,382243
1061;18,49018;77,392162
1062;18,473137;77,388784
1063;18,491922;77,384557
1064;18,477271;77,378365
1065;18,481608;77,375916
1066;18,471046;77,406483
1067;18,485443;77,391878
1068;18,475813;77,394104
1069;18,47792;77,392799
1070;18,484103;77,384989
1071;18,469455;77,380751
1072;18,474698;77,381059
1073;18,469065;77,384492
1074;18,488888;77,384162
1075;18,49162;77,380891
1076;18,478744;77,399038
1077;18,497114;77,40162
1078;18,481744;77,394332
1079;18,4869;77,396842
1080;18,469121;77,377307
1081;18,460606;77,375229
1082;18,482076;77,396442
1083;18,492518;77,391408
1084;18,487201;77,365799
1085;18,482479;77,383987
1086;18,477698;77,396917
1087;18,484866;77,401694
1088;18,511637;77,387838
1089;18,481524;77,396335
1090;18,474896;77,39323
1091;18,480357;77,396237
1092;18,477779;77,393221
1093;18,490286;77,393986
1094;18,480969;77,392986
1095;18,484309;77,413356
1096;18,461916;77,395982
1097;18,480158;77,384833
1098;18,493789;77,391268
1099;18,474788;77,371619
1100;18,474655;77,375964
1101;18,466923;77,386575
1102;18,473773;77,382474
1103;18,470224;77,384003
1104;18,484171;77,384165
1105;18,47996;77,389614
1106;18,482222;77,38876
1107;18,469576;77,388214
1108;18,498258;77,388025
1109;18,467456;77,381357
1110;18,483711;77,402093
1111;18,467902;77,383877
1112;18,479069;77,389251
1113;18,49053;77,385843
1114;18,471058;77,376295
1115;18,480685;77,379058
1116;18,494194;77,388507
1117;18,481754;77,387283
1118;18,473544;77,37858
1119;18,47365;77,383625
1120;18,474452;77,391019
1121;18,473219;77,410062
1122;18,475762;77,402857
1123;18,485025;77,379403
1124;18,481114;77,398116
1125;18,474669;77,38617
1126;18,482288;77,379155
1127;18,469693;77,380641
1128;18,479198;77,39594
1129;18,490527;77,380431
1130;18,481458;77,382093
1131;18,482231;77,37764
1132;18,501344;77,382082
1133;18,477532;77,390881
1134;18,475532;77,37546
1135;18,486103;77,396096
1136;18,489763;77,408067
1137;18,471539;77,396222
1138;18,493444;77,388184
1139;18,477616;77,38718
1140;18,493392;77,389641
1141;18,481174;77,390152
1142;18,482626;77,374995
1143;18,489088;77,383681
1144;18,459924;77,389928
1145;18,462706;77,388344
1146;18,473395;77,400145
1147;18,480196;77,383907
1148;18,474376;77,375211
1149;18,480405;77,40386
